item_id,keyword_id
B000KPIHQ4,3497
B000KPIHQ4,3544
B000KPIHQ4,3545
B000KPIHQ4,3549
B000KPIHQ4,3580
B000LIASOE,886
B000LIASOE,886
B000LIASOE,1633
B000LIASOE,1633
B000LIASOE,2130
B000LIASOE,2130
B000LKETU6,1195
B000LKETU6,1735
B000LKETU6,1927
B000LKETU6,2130
B000LKETU6,3142
B000LKETU6,3424
B000LKETU6,3462
B000LKETU6,3485
B000LKETU6,3511
B000LKETU6,3522
B000LKK09U,476
B000LKK09U,852
B000LKK09U,1735
B000LKK09U,2130
B000LKK09U,3142
B000LKK09U,3142
B000LKK09U,3169
B000LKK09U,3386
B000LKK09U,3424
B000LKK09U,3514
B000LNHHSY,140
B000LNHHSY,334
B000LNHHSY,550
B000LNHHSY,1058
B000LNHHSY,2477
B000LNHHSY,2601
B000LNHHSY,2757
B000LNHHSY,3424
B000LNHHSY,3427
B000LNHHSY,3427
B000LTQGXU,586
B000LTQGXU,586
B000LTQGXU,2038
B000LTQGXU,2038
B000LUYQ1S,131
B000LUYQ1S,131
B000LUYQ1S,186
B000LUYQ1S,186
B000ML9S14,140
B000ML9S14,1077
B000ML9S14,1505
B000ML9S14,2000
B000ML9S14,2048
B000ML9S14,3444
B000ML9S14,3462
B000ML9S14,3475
B000ML9S14,3545
B000ML9S14,3569
B000MQ96R0,216
B000MQ96R0,216
B000MQ96R0,811
B000MQ96R0,811
B000MQ96R0,1446
B000MQ96R0,1446
B000MQ96R0,2353
B000MQ96R0,2353
B000MQFSTU,334
B000MQFSTU,1505
B000MQFSTU,1735
B000MQFSTU,2381
B000MQFSTU,2530
B000MQFSTU,2601
B000MQFSTU,3247
B000MQFSTU,3348
B000MQFSTU,3424
B000MQFSTU,3439
B000NBIMG0,430
B000NBIMG0,1505
B000NBIMG0,2352
B000NBIMG0,2489
B000NBIMG0,2856
B000NBIMG0,3462
B000NBIMG0,3544
B000NBIMG0,3545
B000NBIMG0,3546
B000NBIMG0,3551
B000NBIMY2,27
B000NBIMY2,430
B000NBIMY2,1505
B000NBIMY2,2352
B000NBIMY2,2856
B000NBIMY2,3496
B000NBIMY2,3497
B000NBIMY2,3522
B000NBIMY2,3544
B000NBIMY2,3545
B000NGJ41W,140
B000NGJ41W,590
B000NGJ41W,1077
B000NGJ41W,1505
B000NGJ41W,3386
B000NGJ41W,3395
B000NGJ41W,3424
B000NGJ41W,3479
B000NGJ41W,3497
B000NGJ41W,3551
B000NGMOT6,334
B000NGMOT6,590
B000NGMOT6,1505
B000NGMOT6,2697
B000NGMOT6,3072
B000NGMOT6,3148
B000NGMOT6,3330
B000NGMOT6,3386
B000NGMOT6,3386
B000NGMOT6,3424
B000NJE4DW,1505
B000NJE4DW,1743
B000NJE4DW,2484
B000NJE4DW,2489
B000NJE4DW,2671
B000NJE4DW,2793
B000NJE4DW,3256
B000NJE4DW,3332
B000NJE4DW,3360
B000NJE4DW,3545
B000O2W8RC,202
B000O2W8RC,1505
B000O2W8RC,1861
B000O2W8RC,1861
B000O2W8RC,2013
B000O2W8RC,2013
B000O2W8RC,2471
B000O2W8RC,2471
B000O2W8RC,3424
B000O2W8RC,3424
B000OI56VG,550
B000OI56VG,994
B000OI56VG,1505
B000OI56VG,1938
B000OI56VG,2601
B000OI56VG,3368
B000OI56VG,3424
B000OI56VG,3444
B000OI56VG,3458
B000OI56VG,3460
B000OW9FJG,1058
B000OW9FJG,1058
B000OW9FJG,2026
B000OW9FJG,2026
B000OW9FJG,3251
B000OW9FJG,3251
B000OWE1AE,2044
B000OWE1AE,2547
B000P0X15G,527
B000P0X15G,550
B000P0X15G,1505
B000P0X15G,2856
B000P0X15G,2859
B000P0X15G,3444
B000P0X15G,3448
B000P0X15G,3462
B000P0X15G,3464
B000P0X15G,3544
B000PHANNM,130
B000PHANNM,550
B000PHANNM,1505
B000PHANNM,2856
B000PHANNM,2859
B000PHANNM,3489
B000PHANNM,3544
B000PHANNM,3545
B000PHANNM,3551
B000PHANNM,3559
B000PMIBYU,202
B000PMIBYU,2484
B000PMIBYU,2489
B000PMIBYU,2808
B000PMIBYU,2983
B000PMIBYU,3235
B000PMIBYU,3391
B000PMIBYU,3488
B000PMIBYU,3488
B000PMIBYU,3545
B000PMKBJS,202
B000PMKBJS,1026
B000PMKBJS,1411
B000PMKBJS,2489
B000PMKBJS,2489
B000PMKBJS,2557
B000PMKBJS,2640
B000PMKBJS,2808
B000PMKBJS,3497
B000PMKBJS,3497
B000PMKBL6,202
B000PMKBL6,1411
B000PMKBL6,2484
B000PMKBL6,2489
B000PMKBL6,3056
B000PMKBL6,3424
B000PMKBL6,3461
B000PMKBL6,3479
B000PMKBL6,3483
B000PMKBL6,3488
B000PMNS3E,202
B000PMNS3E,994
B000PMNS3E,1026
B000PMNS3E,2489
B000PMNS3E,2808
B000PMNS3E,3421
B000PMNS3E,3444
B000PMNS3E,3479
B000PMNS3E,3481
B000PMNS3E,3488
B000PMPTF4,202
B000PMPTF4,1026
B000PMPTF4,2484
B000PMPTF4,2489
B000PMPTF4,2808
B000PMPTF4,3460
B000PMPTF4,3481
B000PMPTF4,3488
B000PMPTF4,3497
B000PMPTF4,3498
B000PMPTFY,202
B000PMPTFY,334
B000PMPTFY,2130
B000PMPTFY,2362
B000PMPTFY,2484
B000PMPTFY,2484
B000PMPTFY,2489
B000PMPTFY,2489
B000PMPTFY,2808
B000PMPTFY,3488
B000PMPTGI,202
B000PMPTGI,1077
B000PMPTGI,1411
B000PMPTGI,1505
B000PMPTGI,2489
B000PMPTGI,2489
B000PMPTGI,2761
B000PMPTGI,2808
B000PMPTGI,3458
B000PMPTGI,3479
B000POJKMU,202
B000POJKMU,325
B000POJKMU,760
B000POJKMU,1026
B000POJKMU,1927
B000POJKMU,3326
B000POJKMU,3423
B000POJKMU,3424
B000POJKMU,3470
B000POJKMU,3522
B000POL05U,202
B000POL05U,325
B000POL05U,1702
B000POL05U,1702
B000POL05U,1927
B000POL05U,2728
B000POL05U,3056
B000POL05U,3056
B000POL05U,3253
B000POL05U,3253
B000PON0JE,202
B000PON0JE,325
B000PON0JE,1026
B000PON0JE,2484
B000PON0JE,2489
B000PON0JE,2489
B000PON0JE,2625
B000PON0JE,2667
B000PON0JE,2983
B000PON0JE,3056
B000PQJQUY,852
B000PQJQUY,1026
B000PQJQUY,1083
B000PQJQUY,1505
B000PQJQUY,2130
B000PQJQUY,3458
B000PQJQUY,3462
B000PQJQUY,3479
B000PQJQUY,3485
B000PQJQUY,3497
B000PQMVQK,430
B000PQMVQK,1077
B000PQMVQK,1083
B000PQMVQK,2000
B000PQMVQK,2601
B000PQMVQK,3350
B000PQMVQK,3424
B000PQMVQK,3433
B000PQMVQK,3444
B000PQMVQK,3458
B000Q64LR6,27
B000Q64LR6,290
B000Q64LR6,430
B000Q64LR6,2654
B000Q64LR6,2655
B000Q64LR6,2983
B000Q64LR6,3025
B000Q64LR6,3097
B000Q64LR6,3332
B000Q64LR6,3437
B000Q79242,155
B000Q79242,155
B000QWCB4A,476
B000QWCB4A,550
B000QWCB4A,591
B000QWCB4A,1505
B000QWCB4A,2686
B000QWCB4A,2686
B000QWCB4A,2837
B000QWCB4A,2993
B000QWCB4A,3332
B000QWCB4A,3347
B000RAOEZA,550
B000RAOEZA,567
B000RAOEZA,691
B000RAOEZA,691
B000RAOEZA,1505
B000RAOEZA,1505
B000RAOEZA,1927
B000RAOEZA,1927
B000RAOEZA,2535
B000RAOEZA,2535
B000RAWCSQ,1411
B000RAWCSQ,1411
B000RAWCSQ,2429
B000RAWCSQ,2429
B000RAWCSQ,2477
B000RAWCSQ,2477
B000RB2HDA,213
B000RB2HDA,802
B000RB2HDA,1026
B000RB2HDA,1308
B000RB2HDA,1718
B000RB2HDA,2792
B000RB2HDA,2980
B000RB2HDA,3104
B000RB2HDA,3232
B000RB2HDA,3386
B000RL2PNC,716
B000SQQDQQ,202
B000SQQDQQ,2601
B000SQQDQQ,2639
B000SQQDQQ,2639
B000SQQDQQ,2763
B000SQQDQQ,2763
B000SQQDQQ,3332
B000SQQDQQ,3332
B000SQQDQQ,3437
B000SQQDQQ,3437
B000SQW0PE,695
B000SQW0PE,695
B000SV1PD2,218
B000SV1PD2,218
B000SV1PD2,994
B000SV1PD2,994
B000SV1PD2,1515
B000SV1PD2,1515
B000SV1PD2,1724
B000SV1PD2,1724
B000SV1PD2,3054
B000SV1PD2,3054
B000U61QAW,1785
B000U61QAW,1785
B000U61QAW,1875
B000U61QAW,1875
B000U61QAW,2601
B000U61QAW,2601
B000U61QAW,2602
B000U61QAW,2602
B000U61QAW,2993
B000U61QAW,2993
B000U65YBO,1058
B000U65YBO,1058
B000U65YBO,1482
B000U65YBO,1482
B000U65YBO,2298
B000U65YBO,2298
B000U65YBO,3350
B000U65YBO,3350
B000UJA696,163
B000UJA696,367
B000UJA696,1394
B000UJA696,2931
B000UJA696,3332
B000UJA696,3424
B000UJA696,3437
B000UJA696,3526
B000UJA696,3545
B000UJA696,3570
B000UJDPHQ,163
B000UJDPHQ,367
B000UJDPHQ,1394
B000UJDPHQ,2931
B000UJDPHQ,3332
B000UJDPHQ,3424
B000UJDPHQ,3437
B000UJDPHQ,3526
B000UJDPHQ,3545
B000UJDPHQ,3570
B000UJQB1S,1212
B000UJQB1S,1212
B000UJQB1S,1411
B000UJQB1S,1411
B000UJQB1S,1662
B000UJQB1S,1662
B000UJQB1S,2061
B000UJQB1S,2061
B000UJQB1S,2249
B000UJQB1S,2249
B000ULRGLK,809
B000ULRGLK,1505
B000ULRGLK,2046
B000ULRGLK,2837
B000ULRGLK,2980
B000ULRGLK,2983
B000ULRGLK,3424
B000ULRGLK,3424
B000ULRGLK,3462
B000ULRGLK,3462
B000ULUS2E,673
B000ULUS2E,994
B000ULUS2E,2167
B000ULUS2E,2601
B000ULUS2E,2766
B000ULUS2E,3378
B000ULUS2E,3391
B000ULUS2E,3395
B000ULUS2E,3488
B000ULUS2E,3545
B000V0IBDM,430
B000V0IBDM,1026
B000V0IBDM,1505
B000V0IBDM,1860
B000V0IBDM,2489
B000V0IBDM,3497
B000V0IBDM,3544
B000V0IBDM,3545
B000V0IBDM,3549
B000V0IBDM,3580
B000V4T32G,1195
B000V4T32G,2655
B000V4T32G,2662
B000V4T32G,3216
B000V4T32G,3332
B000V4T32G,3332
B000V4T32G,3424
B000V4T32G,3437
B000V4T32G,3437
B000V4T32G,3439
B000V4T9PW,334
B000V4T9PW,1026
B000V4T9PW,1058
B000V4T9PW,2018
B000V4T9PW,2130
B000V4T9PW,2671
B000V4T9PW,2742
B000V4T9PW,2742
B000V4T9PW,2851
B000V4T9PW,2851
B000V588EO,241
B000V588EO,430
B000V588EO,852
B000V588EO,1195
B000V588EO,3180
B000V588EO,3180
B000V588EO,3341
B000V588EO,3343
B000V588EO,3424
B000V588EO,3545
B000V5DJEI,762
B000V5DJEI,2654
B000V5DJEI,2655
B000V5DJEI,2657
B000V5DJEI,2662
B000V5DJEI,2980
B000V5DJEI,3414
B000V5DJEI,3437
B000V5DJEI,3447
B000V5DJEI,3545
B000V6IN3O,334
B000V6IN3O,852
B000V6IN3O,1058
B000V6IN3O,1165
B000V6IN3O,2498
B000V6IN3O,2905
B000V6IN3O,2931
B000V6IN3O,3388
B000V6IN3O,3392
B000V6IN3O,3497
B000VIUJLG,220
B000VIUJLG,221
B000VIUJLG,334
B000VIUJLG,1505
B000VIUJLG,3002
B000VIUJLG,3156
B000VIUJLG,3156
B000VIUJLG,3419
B000VIUJLG,3496
B000VIUJLG,3497
B000W517WS,852
B000W517WS,1515
B000W517WS,1735
B000W517WS,1735
B000W517WS,2057
B000W517WS,2057
B000W517WS,2445
B000W517WS,2445
B000W517WS,3424
B000W517WS,3424
B000W5QFAW,157
B000W5QFAW,1058
B000W5QFAW,1755
B000W5QFAW,1890
B000W5QFAW,2671
B000W5QFAW,2931
B000W5QFAW,2993
B000W5QFAW,3169
B000W5QFAW,3424
B000W5QFAW,3544
B000WR4O9Y,1185
B000WR4O9Y,1185
B000WR4O9Y,1394
B000WR4O9Y,1394
B000WR4O9Y,1826
B000WR4O9Y,1826
B000WR4O9Y,1927
B000WR4O9Y,1927
B000WR4O9Y,2655
B000WR4O9Y,2655
B000WV17QS,1053
B000WV17QS,1058
B000WV17QS,1125
B000WV17QS,1125
B000WV17QS,1282
B000WV17QS,1282
B000WV17QS,2957
B000WV17QS,2957
B000WV17QS,3350
B000WV17QS,3350
B000WZ8OY2,2448
B000WZ8OY2,2785
B000WZ8OY2,2813
B000WZ8OY2,2992
B000WZ8OY2,2993
B000WZ8OY2,2993
B000WZ8OY2,3059
B000WZ8OY2,3059
B000WZ8OY2,3119
B000WZ8OY2,3424
B000WZC5ZG,431
B000X8G0BC,809
B000XA9YMM,527
B000XA9YMM,550
B000XA9YMM,1505
B000XA9YMM,2856
B000XA9YMM,2859
B000XA9YMM,2870
B000XA9YMM,2872
B000XA9YMM,3345
B000XA9YMM,3346
B000XA9YMM,3444
B000XMROIG,760
B000XMROIG,1176
B000XMROIG,1735
B000XMROIG,1735
B000XMROIG,1834
B000XMROIG,1834
B000XMROIG,1927
B000XMROIG,1927
B000XMROIG,1956
B000XMROIG,1956
B000XUP90S,852
B000XUP90S,852
B000Y5Q208,1735
B000Y5Q208,1927
B000Y5Q208,2362
B000Y5Q208,2671
B000Y5Q208,3025
B000Y5Q208,3025
B000Y5Q208,3035
B000Y5Q208,3035
B000Y5Q208,3343
B000Y5Q208,3343
B000YAW24I,527
B000YAW24I,852
B000YAW24I,1058
B000YAW24I,1505
B000YAW24I,3030
B000YAW24I,3392
B000YAW24I,3448
B000YAW24I,3450
B000YAW24I,3452
B000YAW24I,3465
B000YB8LBU,236
B000YB8LBU,334
B000YB8LBU,334
B000YB8LBU,336
B000YB8LBU,661
B000YB8LBU,661
B000YB8LBU,708
B000YB8LBU,708
B000YB8LBU,1449
B000YB8LBU,1449
B000YFSR5G,430
B000YFSR5G,852
B000YFSR5G,1875
B000YFSR5G,2008
B000YFSR5G,2905
B000YFSR5G,3487
B000YFSR5G,3522
B000YFSR5G,3536
B000YFSR5G,3549
B000YFSR5G,3553
B000YIRL7I,1505
B000YIRL7I,1505
B000YIRL7I,2026
B000YIRL7I,2026
B000YIRL7I,2530
B000YIRL7I,2530
B000YIRL7I,2775
B000YIRL7I,2775
B000YIRL7I,3460
B000YIRL7I,3460
B000YQPSNY,572
B000YQPSNY,572
B000YQPSNY,1411
B000YQPSNY,1411
B000YQPSNY,1731
B000YQPSNY,1731
B000YQPSNY,2485
B000YQPSNY,2485
B000YQU8F2,202
B000YQU8F2,1058
B000YQU8F2,2489
B000YQU8F2,2655
B000YQU8F2,2909
B000YQU8F2,2993
B000YQU8F2,3424
B000YQU8F2,3424
B000YQU8F2,3507
B000YQU8F2,3507
B000YQYTW0,2448
B000YQYTW0,2448
B000YQYTW0,2489
B000YQYTW0,2489
B000YQYTW0,3058
B000YQYTW0,3058
B000YUIGSY,416
B000YUIGSY,2655
B000YUIGSY,3059
B000YUIGSY,3059
B000YUIGSY,3332
B000YUIGSY,3332
B000YUIGSY,3334
B000YUIGSY,3334
B000YUIGSY,3424
B000YUIGSY,3437
B000YY7VYK,334
B000YY7VYK,1058
B000YY7VYK,1505
B000YY7VYK,1890
B000YY7VYK,1890
B000YY7VYK,1927
B000YY7VYK,2785
B000YY7VYK,2785
B000YY7VYK,3180
B000YY7VYK,3180
B000ZTIVK2,1411
B000ZTIVK2,1473
B000ZTIVK2,1735
B000ZTIVK2,1735
B000ZTIVK2,2127
B000ZTIVK2,2127
B000ZTIVK2,3320
B000ZTIVK2,3320
B000ZTIVK2,3424
B000ZTIVK2,3424
B0010EM4J0,355
B0010EM4J0,355
B0010EM4J0,3424
B0010EM4J0,3424
B0010YWOO0,2983
B00123KGXU,1026
B00123KGXU,1026
B00123KGXU,1052
B00123KGXU,1052
B00123KGXU,1411
B00123KGXU,1411
B00123KGXU,1803
B00123KGXU,1803
B00123KGXU,3358
B00123KGXU,3358
B00125PTY4,202
B00125PTY4,290
B00125PTY4,940
B00125PTY4,1002
B00125PTY4,2448
B00125PTY4,2448
B00125PTY4,2813
B00125PTY4,2813
B00125PTY4,3056
B00125PTY4,3056
B0012C84VW,1743
B0012C84VW,1743
B0012C84VW,2484
B0012C84VW,2484
B0012C84VW,2489
B0012C84VW,2489
B0012C84VW,2655
B0012C84VW,2655
B0012C84VW,3054
B0012C84VW,3054
B0012DR1LU,27
B0012DR1LU,430
B0012DR1LU,1505
B0012DR1LU,2352
B0012DR1LU,2856
